Level,Date and Time,Source,Event ID,Task Category, 
Warning,10-09-2016 01:20:17 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,10-09-2016 01:20:07 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:48:42 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:48:35 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:46:34 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name incoming.telemetry.mozilla.org timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:44:55 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:44:38 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _VLMCS._TCP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:44:03 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:43:46 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:43:35 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name wpad timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:43:27 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _VLMCS._TCP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:43:08 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:42:49 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:42:38 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:42:28 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name www.dlink.com.tw timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:41:53 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:50 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:18 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:39:05 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:37:41 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name pingsl.avast.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:35:58 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x800705B4
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:35:47 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name _ldap._tcp.dc._msdcs.WORKGROUP timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:35:22 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name wpad timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:35:13 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:34:05 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name safebrowsing.google.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:32:50 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0xC004F074
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:32:37 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:31:18 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name cdn.content.prod.cms.msn.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 11:14:04 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 11:13:54 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 10:26:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 10:26:33 PM,Microsoft-Windows-DeviceSetupManager,123,None,The DSM service was delayed by 12 seconds for a driver query/download/install on device '{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\5&31E44248&0&12'
Warning,09-09-2016 08:56:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 08:56:29 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name v10.vortex-win.data.microsoft.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 08:56:23 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 08:05:09 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 08:04:54 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name win10.ipv6.microsoft.com. timed out after none of the configured DNS servers responded.
Warning,09-09-2016 08:04:46 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 08:04:42 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name www.google.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 08:04:41 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name w7.web.whatsapp.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 08:04:30 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name ui.ff.avast.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 07:41:54 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(11)"
Warning,09-09-2016 07:41:49 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 06:15:34 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name pingsl.avast.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 06:15:32 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 06:15:25 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 06:04:20 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name content.googleapis.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 06:04:10 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name tile-service.weather.microsoft.com timed out after none of the configured DNS servers responded.
Warning,09-09-2016 05:46:32 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,09-09-2016 03:46:32 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,09-09-2016 01:46:31 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,09-09-2016 11:46:29 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,09-09-2016 09:46:31 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 09:46:24 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 09:13:01 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(10)"
Warning,09-09-2016 09:10:41 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,09-09-2016 12:40:33 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,08-09-2016 10:40:31 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(9)"
Warning,08-09-2016 10:16:20 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 09:14:53 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007267C
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,08-09-2016 09:12:01 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name win10.ipv6.microsoft.com. timed out after none of the configured DNS servers responded.
Warning,08-09-2016 04:40:16 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,08-09-2016 02:40:17 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 02:39:07 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 02:39:04 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name win10.ipv6.microsoft.com. timed out after none of the configured DNS servers responded.
Warning,08-09-2016 12:40:16 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 12:39:44 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name knowledge.rapidssl.com timed out after none of the configured DNS servers responded.
Warning,08-09-2016 12:39:33 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name knowledge.rapidssl.com timed out after none of the configured DNS servers responded.
Warning,08-09-2016 11:15:45 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Warning,08-09-2016 09:15:47 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(8)"
Warning,08-09-2016 09:15:42 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 09:15:37 AM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,08-09-2016 09:15:26 AM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name ping.avast.com timed out after none of the configured DNS servers responded.
Warning,08-09-2016 12:46:56 AM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name settings-win.data.microsoft.com timed out after none of the configured DNS servers responded.
Warning,07-09-2016 11:53:13 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 11:53:03 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name win10.ipv6.microsoft.com. timed out after none of the configured DNS servers responded.
Warning,07-09-2016 11:52:54 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 11:16:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 10:11:38 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(7)"
Warning,07-09-2016 10:11:30 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 07:02:31 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(6)"
Warning,07-09-2016 07:00:10 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 06:30:07 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name p2.keywee.co timed out after none of the configured DNS servers responded.
Warning,07-09-2016 05:51:11 PM,Microsoft-Windows-DeviceSetupManager,200,None,A connection to the Windows Update service could not be established.
Warning,07-09-2016 05:51:11 PM,Microsoft-Windows-DeviceSetupManager,202,None,The Network List Manager reports no connectivity to the internet.
Warning,07-09-2016 05:47:11 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 05:47:02 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 05:46:11 PM,Microsoft-Windows-DeviceSetupManager,200,None,A connection to the Windows Update service could not be established.
